year steric_MMCP2.6 steric_MMCP4.5 steric_MMCP6.0 steric_MMCP-break steric_MMCP8.5 steric_MMCP-feedback 
 2481 0.350 0.595 0.798 1.165 1.390 1.389 
 2482 0.350 0.595 0.799 1.166 1.391 1.391 
 2483 0.350 0.595 0.799 1.168 1.393 1.393 
 2484 0.350 0.596 0.800 1.169 1.396 1.396 
 2485 0.350 0.597 0.800 1.171 1.398 1.399 
 2486 0.350 0.597 0.801 1.172 1.399 1.401 
 2487 0.350 0.597 0.802 1.174 1.401 1.404 
 2488 0.351 0.598 0.803 1.175 1.403 1.408 
 2489 0.351 0.598 0.804 1.177 1.405 1.411 
 2490 0.352 0.599 0.805 1.179 1.407 1.413 
 2491 0.352 0.600 0.805 1.181 1.409 1.415 
 2492 0.353 0.600 0.806 1.183 1.411 1.416 
 2493 0.353 0.600 0.808 1.183 1.412 1.419 
 2494 0.353 0.601 0.810 1.184 1.414 1.421 
 2495 0.352 0.602 0.812 1.185 1.416 1.423 
 2496 0.352 0.602 0.813 1.186 1.418 1.426 
 2497 0.351 0.603 0.814 1.188 1.419 1.429 
 2498 0.352 0.603 0.815 1.189 1.421 1.432 
 2499 0.352 0.603 0.815 1.190 1.423 1.434 
 2500 0.353 0.604 0.816 1.192 1.425 1.436 
 2501 0.353 0.604 0.817 1.193 1.427 1.437 
 2502 0.353 0.605 0.818 1.194 1.428 1.439 
 2503 0.354 0.605 0.819 1.195 1.429 1.442 
 2504 0.355 0.606 0.820 1.197 1.432 1.445 
 2505 0.355 0.606 0.821 1.198 1.434 1.448 
 2506 0.355 0.607 0.822 1.199 1.437 1.450 
 2507 0.355 0.608 0.822 1.199 1.439 1.451 
 2508 0.355 0.608 0.823 1.201 1.441 1.453 
 2509 0.356 0.608 0.825 1.203 1.442 1.455 
 2510 0.355 0.608 0.825 1.205 1.444 1.457 
 2511 0.355 0.609 0.826 1.206 1.446 1.458 
 2512 0.356 0.610 0.827 1.207 1.449 1.460 
 2513 0.356 0.611 0.828 1.208 1.451 1.463 
 2514 0.356 0.612 0.829 1.210 1.454 1.466 
 2515 0.356 0.613 0.831 1.211 1.456 1.468 
 2516 0.357 0.613 0.832 1.212 1.458 1.470 
 2517 0.357 0.614 0.832 1.213 1.460 1.473 
 2518 0.358 0.614 0.832 1.215 1.462 1.475 
 2519 0.358 0.615 0.833 1.216 1.464 1.476 
 2520 0.358 0.616 0.833 1.216 1.467 1.478 
 2521 0.357 0.616 0.835 1.217 1.469 1.481 
 2522 0.358 0.616 0.836 1.219 1.472 1.483 
 2523 0.358 0.617 0.836 1.220 1.473 1.484 
 2524 0.358 0.617 0.837 1.221 1.475 1.487 
 2525 0.359 0.618 0.838 1.222 1.477 1.489 
 2526 0.360 0.618 0.839 1.224 1.478 1.491 
 2527 0.361 0.619 0.840 1.226 1.480 1.492 
 2528 0.361 0.620 0.841 1.227 1.482 1.494 
 2529 0.361 0.620 0.842 1.228 1.485 1.496 
 2530 0.361 0.620 0.842 1.229 1.488 1.499 
 2531 0.362 0.620 0.844 1.230 1.489 1.501 
 2532 0.362 0.620 0.845 1.231 1.491 1.503 
 2533 0.361 0.621 0.846 1.233 1.493 1.504 
 2534 0.361 0.622 0.846 1.234 1.494 1.506 
 2535 0.361 0.623 0.847 1.235 1.495 1.507 
 2536 0.361 0.623 0.848 1.237 1.497 1.510 
 2537 0.361 0.624 0.848 1.239 1.498 1.511 
 2538 0.361 0.625 0.849 1.240 1.500 1.513 
 2539 0.362 0.625 0.849 1.241 1.502 1.516 
 2540 0.362 0.625 0.850 1.243 1.504 1.518 
 2541 0.363 0.626 0.852 1.244 1.506 1.519 
 2542 0.363 0.626 0.853 1.245 1.508 1.522 
 2543 0.363 0.627 0.854 1.247 1.510 1.525 
 2544 0.364 0.627 0.855 1.247 1.513 1.527 
 2545 0.364 0.627 0.856 1.248 1.515 1.528 
 2546 0.364 0.628 0.856 1.250 1.517 1.529 
 2547 0.364 0.628 0.857 1.251 1.519 1.530 
 2548 0.364 0.628 0.857 1.252 1.520 1.532 
 2549 0.365 0.628 0.857 1.253 1.522 1.532 
 2550 0.365 0.628 0.857 1.255 1.523 1.534 
 2551 0.366 0.629 0.859 1.257 1.525 1.536 
 2552 0.366 0.630 0.859 1.258 1.527 1.538 
 2553 0.366 0.631 0.860 1.259 1.530 1.540 
 2554 0.366 0.633 0.862 1.261 1.531 1.542 
 2555 0.367 0.633 0.862 1.262 1.533 1.545 
 2556 0.367 0.634 0.863 1.264 1.535 1.547 
 2557 0.367 0.633 0.864 1.265 1.538 1.550 
 2558 0.367 0.633 0.865 1.266 1.540 1.552 
 2559 0.367 0.633 0.866 1.268 1.541 1.553 
 2560 0.367 0.634 0.867 1.269 1.543 1.555 
 2561 0.367 0.634 0.866 1.270 1.544 1.558 
 2562 0.367 0.635 0.867 1.271 1.547 1.560 
 2563 0.367 0.636 0.867 1.272 1.549 1.562 
 2564 0.367 0.636 0.868 1.273 1.550 1.564 
 2565 0.368 0.637 0.868 1.275 1.552 1.565 
 2566 0.369 0.637 0.868 1.276 1.554 1.566 
 2567 0.369 0.638 0.869 1.276 1.556 1.568 
 2568 0.369 0.639 0.870 1.278 1.559 1.570 
 2569 0.370 0.640 0.871 1.279 1.561 1.573 
 2570 0.370 0.640 0.872 1.281 1.563 1.575 
 2571 0.370 0.640 0.872 1.282 1.563 1.577 
 2572 0.370 0.640 0.872 1.283 1.564 1.579 
 2573 0.370 0.641 0.873 1.285 1.566 1.580 
 2574 0.370 0.640 0.873 1.285 1.568 1.583 
 2575 0.370 0.641 0.874 1.286 1.569 1.585 
 2576 0.369 0.641 0.874 1.288 1.572 1.586 
 2577 0.369 0.642 0.875 1.289 1.574 1.588 
 2578 0.369 0.643 0.876 1.290 1.576 1.590 
 2579 0.370 0.644 0.877 1.292 1.578 1.592 
 2580 0.371 0.644 0.877 1.293 1.580 1.593 
 2581 0.371 0.644 0.878 1.294 1.581 1.596 
 2582 0.371 0.644 0.878 1.295 1.582 1.598 
 2583 0.370 0.644 0.878 1.296 1.584 1.600 
 2584 0.370 0.645 0.879 1.297 1.586 1.603 
 2585 0.370 0.645 0.880 1.298 1.587 1.605 
 2586 0.370 0.646 0.881 1.299 1.588 1.607 
 2587 0.371 0.647 0.881 1.301 1.589 1.609 
 2588 0.371 0.647 0.882 1.302 1.590 1.611 
 2589 0.370 0.646 0.882 1.303 1.592 1.613 
 2590 0.371 0.646 0.884 1.305 1.595 1.616 
 2591 0.371 0.647 0.885 1.306 1.597 1.617 
 2592 0.371 0.648 0.886 1.307 1.599 1.618 
 2593 0.371 0.648 0.887 1.309 1.601 1.621 
 2594 0.373 0.649 0.888 1.310 1.603 1.623 
 2595 0.373 0.649 0.889 1.312 1.605 1.626 
 2596 0.373 0.649 0.889 1.313 1.608 1.628 
 2597 0.373 0.650 0.889 1.314 1.610 1.630 
 2598 0.374 0.650 0.889 1.315 1.612 1.632 
 2599 0.374 0.649 0.889 1.316 1.614 1.633 
 2600 0.374 0.650 0.889 1.317 1.616 1.635 
 2601 0.374 0.650 0.890 1.319 1.618 1.636 
 2602 0.375 0.650 0.890 1.321 1.620 1.637 
 2603 0.375 0.650 0.891 1.322 1.621 1.639 
 2604 0.375 0.649 0.891 1.322 1.623 1.641 
 2605 0.375 0.649 0.892 1.323 1.624 1.643 
 2606 0.375 0.651 0.893 1.325 1.626 1.645 
 2607 0.375 0.652 0.894 1.326 1.627 1.648 
 2608 0.376 0.653 0.894 1.328 1.628 1.649 
 2609 0.376 0.654 0.894 1.329 1.630 1.652 
 2610 0.375 0.654 0.895 1.330 1.632 1.653 
 2611 0.375 0.655 0.895 1.331 1.634 1.655 
 2612 0.374 0.655 0.895 1.332 1.637 1.657 
 2613 0.374 0.655 0.896 1.334 1.638 1.659 
 2614 0.374 0.655 0.897 1.336 1.640 1.661 
 2615 0.375 0.654 0.897 1.337 1.642 1.663 
 2616 0.375 0.654 0.898 1.338 1.643 1.665 
 2617 0.375 0.655 0.899 1.340 1.645 1.668 
 2618 0.375 0.655 0.900 1.341 1.646 1.670 
 2619 0.375 0.655 0.901 1.343 1.647 1.671 
 2620 0.376 0.656 0.901 1.345 1.650 1.672 
 2621 0.376 0.656 0.903 1.346 1.653 1.673 
 2622 0.375 0.657 0.904 1.348 1.655 1.675 
 2623 0.375 0.658 0.904 1.349 1.657 1.677 
 2624 0.376 0.658 0.904 1.349 1.659 1.679 
 2625 0.376 0.659 0.905 1.350 1.660 1.680 
 2626 0.375 0.660 0.906 1.351 1.661 1.682 
 2627 0.376 0.660 0.906 1.351 1.662 1.684 
 2628 0.376 0.660 0.906 1.353 1.663 1.685 
 2629 0.377 0.660 0.906 1.354 1.665 1.687 
 2630 0.377 0.660 0.906 1.356 1.666 1.688 
 2631 0.377 0.661 0.907 1.356 1.668 1.690 
 2632 0.378 0.662 0.908 1.357 1.671 1.692 
 2633 0.377 0.662 0.909 1.358 1.674 1.694 
 2634 0.377 0.662 0.910 1.359 1.675 1.696 
 2635 0.378 0.662 0.911 1.362 1.677 1.699 
 2636 0.378 0.663 0.912 1.363 1.679 1.701 
 2637 0.378 0.664 0.913 1.364 1.680 1.703 
 2638 0.379 0.663 0.913 1.365 1.682 1.705 
 2639 0.378 0.664 0.913 1.366 1.683 1.707 
 2640 0.378 0.664 0.913 1.367 1.684 1.708 
 2641 0.377 0.664 0.913 1.369 1.685 1.709 
 2642 0.378 0.664 0.914 1.370 1.687 1.711 
 2643 0.379 0.664 0.915 1.372 1.689 1.713 
 2644 0.379 0.664 0.915 1.373 1.690 1.715 
 2645 0.381 0.665 0.915 1.374 1.693 1.717 
 2646 0.381 0.666 0.915 1.376 1.695 1.718 
 2647 0.381 0.666 0.917 1.378 1.697 1.720 
 2648 0.381 0.666 0.918 1.380 1.699 1.721 
 2649 0.381 0.667 0.918 1.381 1.700 1.722 
 2650 0.381 0.667 0.919 1.381 1.702 1.724 
 2651 0.381 0.666 0.919 1.383 1.703 1.726 
 2652 0.381 0.666 0.920 1.384 1.705 1.727 
 2653 0.381 0.667 0.920 1.385 1.706 1.729 
 2654 0.381 0.668 0.920 1.386 1.707 1.731 
 2655 0.381 0.668 0.920 1.387 1.708 1.733 
 2656 0.382 0.669 0.920 1.389 1.710 1.735 
 2657 0.382 0.669 0.921 1.390 1.712 1.736 
 2658 0.383 0.669 0.921 1.391 1.715 1.738 
 2659 0.384 0.669 0.922 1.393 1.717 1.740 
 2660 0.385 0.670 0.922 1.394 1.718 1.742 
 2661 0.385 0.671 0.923 1.395 1.720 1.744 
 2662 0.385 0.670 0.923 1.397 1.721 1.745 
 2663 0.385 0.670 0.923 1.398 1.722 1.747 
 2664 0.384 0.670 0.924 1.399 1.725 1.749 
 2665 0.385 0.670 0.925 1.400 1.728 1.750 
 2666 0.385 0.669 0.925 1.401 1.729 1.752 
 2667 0.384 0.670 0.925 1.401 1.729 1.753 
 2668 0.385 0.670 0.925 1.402 1.731 1.754 
 2669 0.385 0.671 0.926 1.403 1.733 1.755 
 2670 0.385 0.671 0.927 1.404 1.735 1.757 
 2671 0.385 0.671 0.928 1.405 1.736 1.758 
 2672 0.385 0.671 0.928 1.406 1.738 1.760 
 2673 0.385 0.672 0.929 1.408 1.740 1.762 
 2674 0.385 0.671 0.929 1.410 1.741 1.764 
 2675 0.385 0.672 0.929 1.410 1.742 1.766 
 2676 0.386 0.672 0.930 1.411 1.744 1.767 
 2677 0.386 0.672 0.930 1.412 1.746 1.769 
 2678 0.386 0.672 0.930 1.412 1.748 1.771 
 2679 0.386 0.673 0.931 1.414 1.751 1.773 
 2680 0.386 0.673 0.932 1.414 1.752 1.776 
 2681 0.387 0.673 0.932 1.414 1.754 1.779 
 2682 0.387 0.673 0.932 1.416 1.755 1.780 
 2683 0.387 0.674 0.932 1.417 1.756 1.782 
 2684 0.387 0.674 0.933 1.417 1.758 1.784 
 2685 0.387 0.674 0.934 1.419 1.760 1.784 
 2686 0.387 0.675 0.935 1.420 1.761 1.786 
 2687 0.387 0.676 0.935 1.420 1.762 1.788 
 2688 0.388 0.676 0.935 1.421 1.763 1.789 
 2689 0.387 0.676 0.935 1.422 1.765 1.791 
 2690 0.387 0.677 0.936 1.425 1.767 1.792 
 2691 0.387 0.677 0.938 1.426 1.768 1.794 
 2692 0.387 0.677 0.938 1.427 1.769 1.795 
 2693 0.387 0.677 0.939 1.428 1.771 1.797 
 2694 0.388 0.677 0.938 1.429 1.773 1.799 
 2695 0.388 0.678 0.938 1.430 1.774 1.801 
 2696 0.388 0.678 0.939 1.431 1.777 1.803 
 2697 0.388 0.680 0.939 1.433 1.779 1.804 
 2698 0.389 0.681 0.940 1.434 1.781 1.805 
 2699 0.388 0.681 0.939 1.435 1.783 1.806 
 2700 0.388 0.681 0.940 1.436 1.784 1.808 
 2701 0.388 0.681 0.940 1.437 1.786 1.810 
 2702 0.388 0.681 0.941 1.438 1.788 1.812 
 2703 0.388 0.680 0.941 1.438 1.790 1.814 
 2704 0.389 0.680 0.941 1.440 1.791 1.815 
 2705 0.389 0.681 0.941 1.442 1.792 1.818 
 2706 0.389 0.682 0.941 1.443 1.793 1.820 
 2707 0.390 0.683 0.940 1.444 1.794 1.822 
 2708 0.390 0.683 0.941 1.445 1.794 1.824 
 2709 0.390 0.684 0.942 1.446 1.795 1.825 
 2710 0.391 0.685 0.943 1.447 1.796 1.827 
 2711 0.391 0.686 0.944 1.448 1.799 1.828 
 2712 0.390 0.686 0.945 1.449 1.801 1.830 
 2713 0.390 0.686 0.945 1.451 1.803 1.831 
 2714 0.391 0.686 0.945 1.452 1.805 1.832 
 2715 0.391 0.687 0.945 1.453 1.806 1.833 
 2716 0.391 0.687 0.945 1.454 1.808 1.834 
 2717 0.391 0.687 0.946 1.455 1.809 1.836 
 2718 0.391 0.688 0.947 1.456 1.810 1.838 
 2719 0.391 0.688 0.948 1.458 1.811 1.839 
 2720 0.391 0.689 0.948 1.458 1.813 1.840 
 2721 0.392 0.690 0.949 1.459 1.815 1.840 
 2722 0.392 0.690 0.948 1.461 1.816 1.842 
 2723 0.392 0.690 0.948 1.462 1.817 1.843 
 2724 0.392 0.690 0.948 1.463 1.819 1.845 
 2725 0.392 0.691 0.947 1.463 1.821 1.847 
 2726 0.392 0.691 0.947 1.464 1.823 1.849 
 2727 0.392 0.691 0.947 1.464 1.825 1.850 
 2728 0.392 0.691 0.948 1.466 1.825 1.852 
 2729 0.392 0.690 0.949 1.467 1.826 1.854 
 2730 0.393 0.691 0.949 1.468 1.827 1.856 
 2731 0.393 0.692 0.950 1.469 1.828 1.857 
 2732 0.393 0.692 0.950 1.469 1.829 1.858 
 2733 0.392 0.692 0.949 1.471 1.830 1.860 
 2734 0.392 0.691 0.949 1.473 1.831 1.861 
 2735 0.392 0.692 0.950 1.474 1.832 1.862 
 2736 0.391 0.692 0.952 1.475 1.834 1.864 
 2737 0.391 0.694 0.953 1.476 1.836 1.866 
 2738 0.391 0.695 0.953 1.477 1.837 1.867 
 2739 0.391 0.695 0.954 1.478 1.839 1.868 
 2740 0.392 0.694 0.954 1.480 1.840 1.870 
 2741 0.392 0.693 0.954 1.480 1.842 1.871 
 2742 0.393 0.693 0.954 1.481 1.844 1.873 
 2743 0.392 0.693 0.955 1.481 1.846 1.874 
 2744 0.393 0.694 0.955 1.482 1.848 1.875 
 2745 0.392 0.694 0.956 1.483 1.849 1.877 
 2746 0.392 0.695 0.957 1.484 1.850 1.879 
 2747 0.392 0.695 0.957 1.485 1.851 1.881 
 2748 0.392 0.696 0.959 1.486 1.852 1.883 
 2749 0.392 0.697 0.959 1.488 1.854 1.884 
 2750 0.392 0.697 0.959 1.489 1.855 1.885 
 2751 0.392 0.698 0.959 1.490 1.856 1.886 
 2752 0.392 0.698 0.960 1.490 1.857 1.888 
 2753 0.393 0.697 0.961 1.490 1.859 1.889 
 2754 0.393 0.698 0.960 1.489 1.860 1.891 
 2755 0.393 0.699 0.961 1.490 1.861 1.892 
 2756 0.393 0.699 0.961 1.492 1.861 1.894 
 2757 0.394 0.699 0.961 1.494 1.862 1.896 
 2758 0.394 0.699 0.962 1.495 1.864 1.899 
 2759 0.393 0.698 0.962 1.496 1.865 1.900 
 2760 0.394 0.698 0.961 1.497 1.867 1.902 
 2761 0.394 0.698 0.962 1.497 1.868 1.903 
 2762 0.393 0.699 0.962 1.499 1.869 1.905 
 2763 0.393 0.700 0.962 1.499 1.871 1.906 
 2764 0.394 0.701 0.963 1.500 1.873 1.907 
 2765 0.393 0.701 0.963 1.500 1.874 1.908 
 2766 0.393 0.701 0.963 1.501 1.876 1.909 
 2767 0.393 0.701 0.963 1.501 1.878 1.911 
 2768 0.393 0.702 0.963 1.501 1.879 1.911 
 2769 0.394 0.702 0.963 1.502 1.881 1.912 
 2770 0.394 0.702 0.964 1.503 1.881 1.913 
 2771 0.394 0.702 0.964 1.504 1.882 1.915 
 2772 0.394 0.702 0.964 1.504 1.884 1.916 
 2773 0.393 0.702 0.964 1.506 1.885 1.917 
 2774 0.394 0.703 0.965 1.507 1.887 1.920 
 2775 0.394 0.703 0.966 1.508 1.888 1.922 
 2776 0.395 0.703 0.966 1.510 1.889 1.923 
 2777 0.394 0.702 0.966 1.510 1.892 1.925 
 2778 0.395 0.703 0.967 1.512 1.893 1.926 
 2779 0.395 0.703 0.967 1.512 1.894 1.928 
 2780 0.395 0.703 0.967 1.514 1.896 1.931 
 2781 0.395 0.704 0.967 1.515 1.897 1.932 
 2782 0.394 0.704 0.968 1.515 1.899 1.933 
 2783 0.394 0.704 0.967 1.517 1.901 1.934 
 2784 0.394 0.704 0.967 1.518 1.902 1.935 
 2785 0.394 0.704 0.968 1.519 1.904 1.937 
 2786 0.394 0.704 0.968 1.519 1.905 1.939 
 2787 0.394 0.704 0.968 1.520 1.906 1.940 
 2788 0.394 0.705 0.970 1.522 1.908 1.941 
 2789 0.395 0.705 0.970 1.524 1.909 1.942 
 2790 0.395 0.705 0.970 1.525 1.909 1.944 
 2791 0.395 0.706 0.970 1.525 1.910 1.945 
 2792 0.396 0.706 0.970 1.525 1.911 1.946 
 2793 0.396 0.706 0.969 1.526 1.913 1.947 
 2794 0.396 0.706 0.970 1.526 1.914 1.948 
 2795 0.396 0.706 0.971 1.527 1.916 1.948 
 2796 0.396 0.707 0.971 1.528 1.917 1.949 
 2797 0.396 0.707 0.971 1.529 1.917 1.951 
 2798 0.397 0.707 0.970 1.530 1.918 1.952 
 2799 0.397 0.707 0.969 1.531 1.919 1.953 
 2800 0.397 0.707 0.970 1.533 1.921 1.955 
 2801 0.397 0.707 0.970 1.533 1.922 1.957 
 2802 0.396 0.707 0.971 1.534 1.924 1.958 
 2803 0.396 0.707 0.971 1.536 1.925 1.959 
 2804 0.396 0.707 0.972 1.536 1.926 1.961 
 2805 0.397 0.706 0.973 1.538 1.928 1.962 
 2806 0.397 0.706 0.973 1.539 1.928 1.963 
 2807 0.397 0.707 0.973 1.539 1.930 1.964 
 2808 0.396 0.708 0.973 1.539 1.931 1.965 
 2809 0.397 0.708 0.973 1.540 1.933 1.967 
 2810 0.397 0.709 0.974 1.540 1.934 1.969 
 2811 0.396 0.710 0.975 1.541 1.935 1.970 
 2812 0.396 0.710 0.976 1.542 1.936 1.971 
 2813 0.396 0.710 0.976 1.543 1.937 1.973 
 2814 0.397 0.710 0.977 1.545 1.939 1.974 
 2815 0.397 0.709 0.977 1.545 1.940 1.975 
 2816 0.397 0.710 0.977 1.546 1.941 1.977 
 2817 0.397 0.711 0.977 1.546 1.942 1.979 
 2818 0.397 0.711 0.977 1.547 1.942 1.980 
 2819 0.397 0.712 0.977 1.548 1.943 1.981 
 2820 0.397 0.712 0.976 1.550 1.944 1.982 
 2821 0.397 0.712 0.976 1.551 1.946 1.984 
 2822 0.397 0.712 0.977 1.552 1.947 1.985 
 2823 0.397 0.712 0.978 1.553 1.948 1.986 
 2824 0.397 0.712 0.978 1.554 1.950 1.988 
 2825 0.397 0.712 0.977 1.554 1.952 1.990 
 2826 0.397 0.713 0.978 1.554 1.953 1.991 
 2827 0.397 0.713 0.979 1.555 1.954 1.992 
 2828 0.397 0.713 0.981 1.556 1.955 1.994 
 2829 0.397 0.713 0.982 1.557 1.957 1.996 
 2830 0.397 0.713 0.984 1.557 1.959 1.997 
 2831 0.397 0.712 0.984 1.558 1.959 1.999 
 2832 0.397 0.712 0.984 1.558 1.960 2.001 
 2833 0.396 0.712 0.985 1.559 1.960 2.001 
 2834 0.396 0.713 0.985 1.560 1.961 2.002 
 2835 0.397 0.713 0.985 1.561 1.963 2.002 
 2836 0.396 0.713 0.985 1.562 1.965 2.003 
 2837 0.396 0.713 0.986 1.563 1.966 2.006 
 2838 0.396 0.712 0.986 1.563 1.967 2.008 
 2839 0.395 0.712 0.985 1.564 1.968 2.010 
 2840 0.396 0.713 0.985 1.565 1.970 2.011 
 2841 0.395 0.713 0.985 1.566 1.972 2.012 
 2842 0.396 0.713 0.986 1.567 1.973 2.013 
 2843 0.396 0.713 0.986 1.567 1.974 2.015 
 2844 0.396 0.712 0.986 1.568 1.975 2.017 
 2845 0.395 0.712 0.986 1.569 1.976 2.019 
 2846 0.395 0.713 0.986 1.570 1.975 2.021 
 2847 0.396 0.713 0.987 1.572 1.976 2.022 
 2848 0.397 0.713 0.987 1.572 1.976 2.024 
 2849 0.397 0.713 0.987 1.572 1.977 2.026 
 2850 0.396 0.712 0.987 1.573 1.978 2.027 
 2851 0.396 0.713 0.987 1.574 1.979 2.028 
 2852 0.395 0.714 0.987 1.575 1.981 2.030 
 2853 0.396 0.714 0.987 1.576 1.983 2.031 
 2854 0.397 0.715 0.987 1.576 1.985 2.032 
 2855 0.397 0.716 0.987 1.577 1.986 2.033 
 2856 0.397 0.716 0.988 1.578 1.987 2.034 
 2857 0.396 0.716 0.988 1.579 1.989 2.036 
 2858 0.396 0.716 0.988 1.579 1.989 2.037 
 2859 0.395 0.716 0.989 1.580 1.991 2.039 
 2860 0.396 0.716 0.989 1.581 1.992 2.040 
 2861 0.396 0.716 0.989 1.581 1.994 2.041 
 2862 0.396 0.716 0.989 1.582 1.994 2.042 
 2863 0.396 0.716 0.989 1.582 1.995 2.043 
 2864 0.396 0.717 0.989 1.583 1.996 2.044 
 2865 0.396 0.717 0.988 1.584 1.998 2.045 
 2866 0.396 0.717 0.988 1.584 1.999 2.046 
 2867 0.397 0.717 0.989 1.584 2.000 2.048 
 2868 0.398 0.718 0.989 1.585 2.002 2.049 
 2869 0.397 0.718 0.988 1.586 2.003 2.052 
 2870 0.396 0.717 0.989 1.586 2.003 2.053 
 2871 0.396 0.718 0.989 1.586 2.005 2.054 
 2872 0.397 0.717 0.988 1.587 2.006 2.055 
 2873 0.397 0.717 0.989 1.587 2.006 2.056 
 2874 0.397 0.717 0.989 1.588 2.007 2.057 
 2875 0.398 0.717 0.990 1.588 2.008 2.058 
 2876 0.398 0.716 0.990 1.588 2.008 2.058 
 2877 0.399 0.717 0.990 1.588 2.009 2.059 
 2878 0.400 0.717 0.989 1.588 2.012 2.060 
 2879 0.400 0.717 0.990 1.588 2.013 2.061 
 2880 0.400 0.718 0.991 1.590 2.015 2.063 
 2881 0.401 0.718 0.990 1.591 2.016 2.064 
 2882 0.401 0.718 0.991 1.591 2.017 2.065 
 2883 0.401 0.719 0.991 1.591 2.018 2.066 
 2884 0.401 0.719 0.990 1.592 2.019 2.066 
 2885 0.402 0.719 0.991 1.593 2.020 2.067 
 2886 0.402 0.719 0.992 1.594 2.021 2.067 
 2887 0.402 0.719 0.992 1.595 2.022 2.068 
 2888 0.402 0.719 0.992 1.596 2.023 2.069 
 2889 0.401 0.720 0.992 1.598 2.023 2.070 
 2890 0.402 0.720 0.992 1.598 2.025 2.072 
 2891 0.402 0.720 0.993 1.598 2.025 2.073 
 2892 0.403 0.721 0.994 1.599 2.026 2.076 
 2893 0.403 0.721 0.995 1.600 2.027 2.077 
 2894 0.403 0.721 0.995 1.600 2.028 2.078 
 2895 0.403 0.721 0.995 1.600 2.030 2.081 
 2896 0.402 0.721 0.994 1.601 2.030 2.082 
 2897 0.402 0.721 0.994 1.602 2.031 2.082 
 2898 0.402 0.721 0.994 1.602 2.031 2.083 
 2899 0.402 0.721 0.994 1.602 2.031 2.084 
 2900 0.401 0.721 0.993 1.602 2.033 2.084 
 2901 0.401 0.721 0.993 1.603 2.034 2.085 
 2902 0.402 0.721 0.994 1.604 2.036 2.087 
 2903 0.402 0.720 0.994 1.604 2.037 2.088 
 2904 0.402 0.721 0.994 1.604 2.039 2.089 
 2905 0.403 0.721 0.994 1.605 2.041 2.090 
 2906 0.403 0.721 0.994 1.607 2.042 2.092 
 2907 0.403 0.722 0.995 1.607 2.043 2.094 
 2908 0.403 0.721 0.996 1.608 2.044 2.095 
 2909 0.403 0.721 0.996 1.607 2.044 2.096 
 2910 0.402 0.721 0.996 1.607 2.045 2.097 
 2911 0.402 0.720 0.996 1.609 2.046 2.098 
 2912 0.403 0.721 0.997 1.609 2.047 2.100 
 2913 0.403 0.721 0.997 1.610 2.048 2.100 
 2914 0.404 0.721 0.996 1.611 2.049 2.102 
 2915 0.404 0.721 0.997 1.611 2.049 2.103 
 2916 0.404 0.720 0.997 1.612 2.049 2.105 
 2917 0.404 0.721 0.997 1.612 2.050 2.105 
 2918 0.404 0.721 0.997 1.613 2.051 2.105 
 2919 0.404 0.722 0.997 1.614 2.053 2.107 
 2920 0.404 0.722 0.998 1.614 2.055 2.107 
 2921 0.404 0.723 0.997 1.614 2.057 2.108 
 2922 0.405 0.724 0.997 1.614 2.059 2.109 
 2923 0.404 0.724 0.998 1.615 2.060 2.110 
 2924 0.404 0.724 0.998 1.616 2.062 2.111 
 2925 0.403 0.724 0.998 1.617 2.063 2.112 
 2926 0.403 0.723 0.998 1.618 2.064 2.113 
 2927 0.403 0.723 0.997 1.618 2.066 2.114 
 2928 0.403 0.722 0.997 1.619 2.066 2.115 
 2929 0.404 0.723 0.997 1.619 2.067 2.116 
 2930 0.404 0.723 0.998 1.620 2.069 2.117 
 2931 0.405 0.722 0.998 1.621 2.070 2.120 
 2932 0.405 0.723 0.997 1.622 2.071 2.121 
 2933 0.404 0.723 0.997 1.623 2.072 2.122 
 2934 0.403 0.723 0.997 1.624 2.073 2.123 
 2935 0.403 0.723 0.998 1.625 2.074 2.123 
 2936 0.404 0.723 0.998 1.624 2.074 2.124 
 2937 0.403 0.722 0.998 1.625 2.075 2.126 
 2938 0.403 0.721 0.998 1.626 2.077 2.127 
 2939 0.403 0.722 0.998 1.626 2.077 2.128 
 2940 0.403 0.723 0.999 1.627 2.078 2.129 
 2941 0.403 0.722 0.999 1.627 2.078 2.130 
 2942 0.402 0.722 1.000 1.628 2.080 2.131 
 2943 0.402 0.722 1.000 1.628 2.081 2.132 
 2944 0.401 0.723 1.001 1.629 2.082 2.134 
 2945 0.402 0.724 1.001 1.629 2.082 2.136 
 2946 0.403 0.724 1.002 1.630 2.084 2.137 
 2947 0.404 0.725 1.002 1.630 2.085 2.138 
 2948 0.405 0.725 1.002 1.631 2.086 2.139 
 2949 0.405 0.725 1.002 1.632 2.086 2.139 
 2950 0.404 0.725 1.002 1.632 2.087 2.140 
 2951 0.404 0.725 1.002 1.632 2.089 2.142 
 2952 0.404 0.726 1.002 1.633 2.090 2.142 
 2953 0.404 0.725 1.002 1.634 2.090 2.144 
 2954 0.404 0.725 1.003 1.634 2.090 2.146 
 2955 0.404 0.725 1.003 1.635 2.092 2.147 
 2956 0.405 0.725 1.004 1.636 2.092 2.148 
 2957 0.405 0.725 1.004 1.636 2.094 2.149 
 2958 0.405 0.725 1.004 1.637 2.095 2.151 
 2959 0.405 0.725 1.003 1.637 2.096 2.152 
 2960 0.405 0.726 1.003 1.638 2.096 2.153 
