year  AIS_MMCP2.6  AIS_MMCP4.5  AIS_MMCP6.0   AIS_MMCP-break  AIS_MMCP8.5 AIS_MMCP-feedback 
 6777 1.104 1.616 5.980 10.289 17.065 22.692 
 6778 1.104 1.617 5.980 10.290 17.067 22.693 
 6779 1.105 1.617 5.980 10.291 17.068 22.695 
 6780 1.106 1.617 5.981 10.292 17.068 22.696 
 6781 1.106 1.617 5.981 10.292 17.069 22.698 
 6782 1.106 1.617 5.981 10.293 17.070 22.700 
 6783 1.106 1.617 5.981 10.294 17.072 22.703 
 6784 1.107 1.617 5.981 10.294 17.073 22.705 
 6785 1.107 1.617 5.981 10.294 17.075 22.707 
 6786 1.108 1.617 5.981 10.295 17.076 22.709 
 6787 1.109 1.617 5.981 10.295 17.077 22.712 
 6788 1.109 1.618 5.982 10.297 17.078 22.714 
 6789 1.109 1.618 5.982 10.298 17.078 22.715 
 6790 1.109 1.618 5.982 10.298 17.079 22.715 
 6791 1.109 1.618 5.983 10.299 17.080 22.716 
 6792 1.109 1.618 5.983 10.300 17.082 22.717 
 6793 1.110 1.618 5.984 10.300 17.085 22.719 
 6794 1.110 1.618 5.984 10.300 17.087 22.721 
 6795 1.111 1.619 5.984 10.300 17.089 22.724 
 6796 1.112 1.619 5.984 10.301 17.091 22.725 
 6797 1.112 1.619 5.984 10.302 17.092 22.727 
 6798 1.112 1.620 5.984 10.303 17.093 22.727 
 6799 1.113 1.620 5.984 10.304 17.093 22.728 
 6800 1.113 1.621 5.984 10.305 17.095 22.729 
 6801 1.113 1.621 5.985 10.305 17.096 22.730 
 6802 1.114 1.621 5.986 10.306 17.098 22.731 
 6803 1.114 1.621 5.986 10.307 17.100 22.732 
 6804 1.114 1.622 5.986 10.307 17.102 22.734 
 6805 1.114 1.622 5.986 10.307 17.104 22.736 
 6806 1.114 1.622 5.986 10.308 17.107 22.738 
 6807 1.115 1.622 5.987 10.309 17.109 22.740 
 6808 1.116 1.622 5.987 10.310 17.110 22.742 
 6809 1.116 1.623 5.987 10.310 17.112 22.743 
 6810 1.117 1.623 5.987 10.311 17.114 22.745 
 6811 1.117 1.623 5.987 10.311 17.116 22.747 
 6812 1.118 1.624 5.987 10.312 17.117 22.750 
 6813 1.118 1.624 5.988 10.313 17.118 22.752 
 6814 1.119 1.624 5.988 10.313 17.119 22.754 
 6815 1.119 1.624 5.988 10.314 17.120 22.755 
 6816 1.120 1.624 5.988 10.314 17.121 22.756 
 6817 1.120 1.624 5.989 10.315 17.123 22.758 
 6818 1.120 1.624 5.989 10.315 17.123 22.759 
 6819 1.121 1.625 5.989 10.316 17.124 22.760 
 6820 1.122 1.626 5.990 10.317 17.124 22.761 
 6821 1.122 1.626 5.991 10.318 17.124 22.762 
 6822 1.123 1.626 5.992 10.319 17.125 22.764 
 6823 1.123 1.626 5.993 10.320 17.126 22.766 
 6824 1.123 1.626 5.994 10.321 17.128 22.769 
 6825 1.124 1.626 5.994 10.321 17.129 22.771 
 6826 1.124 1.626 5.994 10.322 17.129 22.773 
 6827 1.125 1.626 5.994 10.323 17.130 22.773 
 6828 1.125 1.626 5.995 10.324 17.131 22.774 
 6829 1.125 1.626 5.995 10.324 17.132 22.775 
 6830 1.126 1.627 5.995 10.325 17.133 22.776 
 6831 1.127 1.627 5.995 10.326 17.135 22.778 
 6832 1.127 1.627 5.995 10.327 17.137 22.780 
 6833 1.127 1.627 5.996 10.327 17.138 22.781 
 6834 1.128 1.627 5.996 10.328 17.139 22.782 
 6835 1.128 1.627 5.996 10.328 17.141 22.784 
 6836 1.128 1.627 5.996 10.329 17.141 22.786 
 6837 1.129 1.627 5.996 10.329 17.142 22.787 
 6838 1.130 1.628 5.996 10.330 17.143 22.790 
 6839 1.130 1.628 5.996 10.331 17.144 22.792 
 6840 1.130 1.628 5.996 10.331 17.144 22.794 
 6841 1.131 1.628 5.996 10.332 17.144 22.795 
 6842 1.132 1.628 5.996 10.332 17.145 22.797 
 6843 1.133 1.628 5.996 10.333 17.146 22.799 
 6844 1.133 1.628 5.995 10.334 17.147 22.800 
 6845 1.134 1.629 5.995 10.334 17.149 22.803 
 6846 1.134 1.629 5.995 10.335 17.150 22.805 
 6847 1.135 1.629 5.995 10.335 17.151 22.808 
 6848 1.135 1.628 5.995 10.336 17.152 22.810 
 6849 1.136 1.628 5.996 10.336 17.152 22.813 
 6850 1.136 1.629 5.996 10.337 17.152 22.815 
 6851 1.137 1.629 5.996 10.337 17.153 22.816 
 6852 1.137 1.629 5.996 10.338 17.153 22.817 
 6853 1.137 1.630 5.996 10.339 17.154 22.818 
 6854 1.137 1.630 5.996 10.340 17.155 22.820 
 6855 1.138 1.630 5.997 10.341 17.156 22.822 
 6856 1.139 1.630 5.997 10.342 17.157 22.824 
 6857 1.140 1.630 5.998 10.343 17.158 22.826 
 6858 1.140 1.630 5.998 10.344 17.158 22.828 
 6859 1.141 1.630 5.999 10.345 17.158 22.830 
 6860 1.141 1.630 5.999 10.345 17.159 22.832 
 6861 1.141 1.629 5.999 10.346 17.159 22.834 
 6862 1.142 1.629 5.999 10.347 17.160 22.835 
 6863 1.142 1.629 5.999 10.348 17.161 22.836 
 6864 1.143 1.630 5.999 10.348 17.163 22.837 
 6865 1.143 1.630 5.999 10.349 17.164 22.838 
 6866 1.144 1.630 5.999 10.350 17.165 22.839 
 6867 1.144 1.630 5.999 10.350 17.166 22.840 
 6868 1.144 1.630 6.000 10.352 17.167 22.841 
 6869 1.144 1.630 6.000 10.353 17.167 22.842 
 6870 1.144 1.630 6.001 10.355 17.167 22.843 
 6871 1.145 1.630 6.002 10.356 17.167 22.845 
 6872 1.145 1.630 6.002 10.357 17.167 22.846 
 6873 1.145 1.631 6.002 10.357 17.168 22.848 
 6874 1.145 1.631 6.002 10.358 17.170 22.849 
 6875 1.146 1.631 6.002 10.359 17.172 22.850 
 6876 1.146 1.631 6.002 10.359 17.174 22.851 
 6877 1.147 1.632 6.003 10.360 17.176 22.853 
 6878 1.147 1.632 6.003 10.361 17.177 22.855 
 6879 1.147 1.632 6.003 10.362 17.178 22.857 
 6880 1.147 1.632 6.003 10.363 17.179 22.858 
 6881 1.147 1.632 6.004 10.364 17.180 22.859 
 6882 1.148 1.633 6.004 10.364 17.182 22.860 
 6883 1.148 1.633 6.005 10.365 17.183 22.860 
 6884 1.148 1.634 6.005 10.366 17.184 22.861 
 6885 1.148 1.634 6.005 10.367 17.185 22.862 
 6886 1.149 1.634 6.006 10.368 17.186 22.863 
 6887 1.149 1.634 6.006 10.369 17.188 22.864 
 6888 1.149 1.633 6.005 10.370 17.189 22.865 
 6889 1.149 1.633 6.005 10.371 17.190 22.865 
 6890 1.150 1.633 6.006 10.372 17.190 22.867 
 6891 1.150 1.633 6.006 10.373 17.191 22.869 
 6892 1.150 1.633 6.006 10.374 17.191 22.871 
 6893 1.151 1.633 6.007 10.374 17.191 22.872 
 6894 1.151 1.633 6.007 10.375 17.192 22.872 
 6895 1.151 1.633 6.007 10.376 17.193 22.873 
 6896 1.152 1.633 6.007 10.377 17.193 22.874 
 6897 1.152 1.633 6.007 10.377 17.193 22.876 
 6898 1.153 1.633 6.008 10.378 17.193 22.878 
 6899 1.153 1.633 6.009 10.379 17.194 22.880 
 6900 1.154 1.633 6.009 10.380 17.196 22.881 
 6901 1.154 1.633 6.009 10.380 17.197 22.882 
 6902 1.154 1.633 6.009 10.381 17.198 22.884 
 6903 1.154 1.633 6.010 10.381 17.199 22.886 
 6904 1.154 1.633 6.010 10.381 17.199 22.887 
 6905 1.154 1.633 6.010 10.382 17.200 22.889 
 6906 1.154 1.633 6.010 10.383 17.200 22.890 
 6907 1.154 1.633 6.010 10.384 17.201 22.891 
 6908 1.154 1.633 6.010 10.384 17.201 22.892 
 6909 1.154 1.633 6.011 10.385 17.201 22.894 
 6910 1.155 1.633 6.010 10.386 17.202 22.895 
 6911 1.155 1.633 6.011 10.387 17.203 22.897 
 6912 1.155 1.634 6.011 10.388 17.204 22.899 
 6913 1.155 1.634 6.011 10.389 17.206 22.900 
 6914 1.156 1.634 6.011 10.390 17.207 22.901 
 6915 1.156 1.634 6.011 10.391 17.208 22.902 
 6916 1.156 1.634 6.011 10.392 17.209 22.902 
 6917 1.157 1.634 6.012 10.393 17.210 22.903 
 6918 1.157 1.635 6.012 10.394 17.211 22.905 
 6919 1.157 1.635 6.012 10.395 17.212 22.906 
 6920 1.157 1.635 6.012 10.396 17.213 22.907 
 6921 1.158 1.635 6.012 10.396 17.213 22.908 
 6922 1.158 1.635 6.012 10.397 17.215 22.910 
 6923 1.158 1.634 6.012 10.397 17.216 22.912 
 6924 1.158 1.634 6.012 10.397 17.218 22.913 
 6925 1.158 1.634 6.011 10.397 17.220 22.914 
 6926 1.158 1.634 6.011 10.398 17.221 22.915 
 6927 1.158 1.634 6.011 10.399 17.223 22.917 
 6928 1.158 1.634 6.012 10.399 17.224 22.918 
 6929 1.158 1.634 6.012 10.399 17.226 22.919 
 6930 1.159 1.634 6.013 10.399 17.228 22.921 
 6931 1.159 1.633 6.013 10.400 17.228 22.921 
 6932 1.160 1.633 6.013 10.400 17.229 22.922 
 6933 1.160 1.634 6.013 10.401 17.230 22.923 
 6934 1.160 1.634 6.014 10.402 17.231 22.924 
 6935 1.160 1.634 6.014 10.403 17.232 22.925 
 6936 1.161 1.634 6.015 10.404 17.233 22.926 
 6937 1.161 1.634 6.015 10.405 17.235 22.927 
 6938 1.161 1.634 6.015 10.406 17.236 22.928 
 6939 1.161 1.634 6.015 10.407 17.236 22.929 
 6940 1.161 1.634 6.015 10.407 17.236 22.930 
 6941 1.162 1.634 6.015 10.408 17.237 22.931 
 6942 1.162 1.634 6.015 10.409 17.237 22.932 
 6943 1.162 1.634 6.015 10.410 17.238 22.933 
 6944 1.162 1.634 6.015 10.411 17.239 22.934 
 6945 1.163 1.634 6.015 10.411 17.240 22.936 
 6946 1.163 1.634 6.014 10.412 17.240 22.938 
 6947 1.164 1.634 6.014 10.413 17.241 22.939 
 6948 1.164 1.634 6.015 10.414 17.242 22.941 
 6949 1.165 1.635 6.015 10.414 17.243 22.942 
 6950 1.165 1.635 6.015 10.415 17.244 22.943 
 6951 1.166 1.635 6.015 10.417 17.246 22.944 
 6952 1.166 1.634 6.015 10.418 17.248 22.945 
 6953 1.166 1.634 6.016 10.419 17.249 22.946 
 6954 1.167 1.634 6.016 10.419 17.251 22.948 
 6955 1.167 1.634 6.016 10.420 17.252 22.949 
 6956 1.167 1.634 6.016 10.421 17.253 22.950 
 6957 1.167 1.634 6.016 10.422 17.254 22.951 
 6958 1.168 1.633 6.017 10.423 17.254 22.953 
 6959 1.168 1.633 6.017 10.423 17.255 22.954 
 6960 1.169 1.634 6.018 10.424 17.256 22.956 
 6961 1.169 1.634 6.018 10.425 17.257 22.958 
 6962 1.169 1.634 6.018 10.426 17.258 22.960 
 6963 1.170 1.634 6.019 10.426 17.258 22.962 
 6964 1.171 1.634 6.019 10.427 17.258 22.963 
 6965 1.172 1.634 6.019 10.427 17.258 22.965 
 6966 1.172 1.634 6.019 10.428 17.259 22.967 
 6967 1.172 1.634 6.020 10.429 17.259 22.969 
 6968 1.173 1.634 6.020 10.430 17.260 22.970 
 6969 1.174 1.634 6.021 10.431 17.260 22.972 
 6970 1.175 1.634 6.021 10.431 17.260 22.974 
 6971 1.176 1.634 6.021 10.432 17.261 22.975 
 6972 1.176 1.635 6.021 10.433 17.262 22.976 
 6973 1.177 1.635 6.021 10.434 17.263 22.977 
 6974 1.177 1.635 6.022 10.435 17.265 22.978 
 6975 1.177 1.635 6.022 10.436 17.267 22.979 
 6976 1.178 1.635 6.022 10.437 17.268 22.980 
 6977 1.179 1.635 6.023 10.439 17.269 22.982 
 6978 1.179 1.636 6.023 10.440 17.269 22.984 
 6979 1.179 1.636 6.023 10.441 17.269 22.986 
 6980 1.180 1.636 6.023 10.442 17.270 22.988 
 6981 1.180 1.636 6.023 10.443 17.270 22.990 
 6982 1.181 1.636 6.023 10.444 17.270 22.991 
 6983 1.181 1.636 6.024 10.444 17.271 22.992 
 6984 1.181 1.636 6.024 10.445 17.271 22.993 
 6985 1.181 1.636 6.024 10.445 17.271 22.994 
 6986 1.181 1.636 6.024 10.446 17.271 22.995 
 6987 1.182 1.636 6.024 10.446 17.272 22.996 
 6988 1.182 1.635 6.024 10.447 17.272 22.997 
 6989 1.183 1.635 6.024 10.448 17.273 22.999 
 6990 1.183 1.635 6.024 10.449 17.274 23.000 
 6991 1.184 1.635 6.024 10.449 17.274 23.001 
 6992 1.184 1.635 6.024 10.450 17.275 23.002 
 6993 1.185 1.636 6.025 10.450 17.275 23.003 
 6994 1.185 1.636 6.025 10.450 17.276 23.005 
 6995 1.186 1.636 6.025 10.451 17.277 23.007 
 6996 1.187 1.636 6.025 10.452 17.278 23.008 
 6997 1.187 1.636 6.026 10.453 17.279 23.009 
 6998 1.187 1.636 6.026 10.454 17.279 23.011 
 6999 1.188 1.636 6.027 10.455 17.279 23.012 
 7000 1.188 1.637 6.027 10.456 17.280 23.014 
 7001 1.188 1.637 6.027 10.457 17.281 23.016 
 7002 1.189 1.637 6.027 10.457 17.282 23.019 
 7003 1.190 1.637 6.027 10.458 17.282 23.021 
 7004 1.190 1.637 6.027 10.458 17.283 23.022 
 7005 1.190 1.638 6.027 10.459 17.283 23.023 
 7006 1.191 1.638 6.027 10.460 17.283 23.025 
 7007 1.191 1.638 6.027 10.460 17.284 23.027 
 7008 1.192 1.638 6.026 10.460 17.284 23.028 
 7009 1.192 1.639 6.026 10.460 17.285 23.029 
 7010 1.192 1.639 6.027 10.461 17.286 23.030 
 7011 1.193 1.639 6.027 10.461 17.287 23.032 
 7012 1.193 1.640 6.028 10.462 17.288 23.034 
 7013 1.193 1.640 6.028 10.463 17.290 23.036 
 7014 1.193 1.640 6.028 10.464 17.291 23.037 
 7015 1.193 1.640 6.029 10.465 17.292 23.039 
 7016 1.194 1.640 6.029 10.466 17.293 23.041 
 7017 1.194 1.640 6.029 10.466 17.294 23.042 
 7018 1.195 1.641 6.029 10.467 17.295 23.044 
 7019 1.195 1.641 6.030 10.467 17.296 23.046 
 7020 1.196 1.641 6.030 10.467 17.297 23.047 
 7021 1.197 1.642 6.030 10.467 17.298 23.048 
 7022 1.197 1.642 6.030 10.468 17.298 23.050 
 7023 1.197 1.643 6.029 10.469 17.299 23.051 
 7024 1.198 1.643 6.029 10.471 17.301 23.052 
 7025 1.198 1.643 6.029 10.471 17.302 23.053 
 7026 1.198 1.643 6.030 10.472 17.303 23.054 
 7027 1.198 1.643 6.030 10.473 17.304 23.055 
 7028 1.199 1.643 6.030 10.474 17.305 23.056 
 7029 1.199 1.643 6.030 10.475 17.306 23.057 
 7030 1.199 1.643 6.030 10.476 17.307 23.058 
 7031 1.200 1.643 6.030 10.476 17.309 23.059 
 7032 1.201 1.644 6.030 10.477 17.310 23.060 
 7033 1.201 1.644 6.030 10.477 17.311 23.062 
 7034 1.201 1.644 6.030 10.478 17.312 23.063 
 7035 1.201 1.644 6.029 10.479 17.313 23.065 
 7036 1.201 1.644 6.030 10.479 17.314 23.067 
 7037 1.201 1.644 6.030 10.480 17.314 23.068 
 7038 1.202 1.645 6.030 10.480 17.315 23.070 
 7039 1.202 1.645 6.030 10.480 17.315 23.071 
 7040 1.203 1.645 6.031 10.481 17.316 23.073 
 7041 1.203 1.645 6.031 10.481 17.318 23.074 
 7042 1.203 1.646 6.032 10.482 17.320 23.076 
 7043 1.204 1.646 6.032 10.482 17.321 23.079 
 7044 1.204 1.646 6.032 10.483 17.322 23.081 
 7045 1.204 1.647 6.032 10.484 17.323 23.083 
 7046 1.204 1.647 6.033 10.484 17.324 23.084 
 7047 1.204 1.647 6.033 10.485 17.326 23.085 
 7048 1.205 1.647 6.033 10.485 17.327 23.086 
 7049 1.205 1.647 6.033 10.485 17.329 23.086 
 7050 1.205 1.647 6.033 10.486 17.331 23.088 
 7051 1.205 1.648 6.033 10.486 17.333 23.090 
 7052 1.205 1.648 6.033 10.487 17.335 23.091 
 7053 1.205 1.648 6.034 10.488 17.336 23.092 
 7054 1.206 1.648 6.034 10.489 17.337 23.093 
 7055 1.206 1.649 6.034 10.489 17.338 23.095 
 7056 1.206 1.649 6.034 10.490 17.338 23.096 
 7057 1.206 1.649 6.034 10.491 17.338 23.097 
 7058 1.206 1.649 6.034 10.492 17.339 23.098 
 7059 1.206 1.649 6.035 10.492 17.339 23.099 
 7060 1.206 1.649 6.035 10.493 17.340 23.099 
 7061 1.206 1.649 6.035 10.494 17.341 23.100 
 7062 1.207 1.649 6.036 10.494 17.343 23.100 
 7063 1.207 1.648 6.036 10.495 17.344 23.101 
 7064 1.207 1.648 6.037 10.496 17.346 23.103 
 7065 1.207 1.648 6.037 10.496 17.347 23.105 
 7066 1.207 1.648 6.037 10.496 17.348 23.108 
 7067 1.207 1.649 6.037 10.497 17.349 23.110 
 7068 1.207 1.649 6.038 10.498 17.350 23.113 
 7069 1.208 1.649 6.038 10.498 17.351 23.114 
 7070 1.208 1.649 6.038 10.498 17.352 23.116 
 7071 1.208 1.649 6.038 10.499 17.353 23.117 
 7072 1.208 1.649 6.038 10.499 17.353 23.119 
 7073 1.209 1.649 6.038 10.499 17.354 23.120 
 7074 1.209 1.649 6.037 10.500 17.355 23.121 
 7075 1.209 1.650 6.037 10.501 17.355 23.122 
 7076 1.209 1.650 6.037 10.502 17.355 23.122 
 7077 1.209 1.650 6.037 10.503 17.356 23.124 
 7078 1.209 1.650 6.037 10.503 17.356 23.125 
 7079 1.209 1.650 6.037 10.503 17.357 23.126 
 7080 1.209 1.650 6.038 10.503 17.358 23.128 
 7081 1.209 1.649 6.038 10.504 17.358 23.129 
 7082 1.209 1.649 6.038 10.505 17.359 23.131 
 7083 1.210 1.649 6.039 10.506 17.360 23.133 
 7084 1.210 1.649 6.039 10.507 17.361 23.134 
 7085 1.210 1.649 6.039 10.508 17.361 23.135 
 7086 1.211 1.649 6.039 10.509 17.362 23.136 
 7087 1.211 1.649 6.040 10.510 17.362 23.137 
 7088 1.211 1.649 6.040 10.510 17.363 23.138 
 7089 1.211 1.650 6.040 10.510 17.364 23.139 
 7090 1.212 1.650 6.040 10.511 17.365 23.140 
 7091 1.212 1.650 6.040 10.512 17.365 23.141 
 7092 1.212 1.650 6.040 10.512 17.365 23.141 
 7093 1.213 1.650 6.041 10.513 17.366 23.142 
 7094 1.213 1.650 6.041 10.514 17.368 23.143 
 7095 1.214 1.650 6.041 10.515 17.369 23.143 
 7096 1.214 1.650 6.041 10.516 17.370 23.144 
 7097 1.214 1.650 6.041 10.517 17.371 23.145 
 7098 1.214 1.650 6.042 10.518 17.372 23.146 
 7099 1.215 1.650 6.042 10.519 17.373 23.146 
 7100 1.215 1.651 6.042 10.519 17.374 23.147 
 7101 1.216 1.652 6.042 10.519 17.375 23.148 
 7102 1.216 1.652 6.042 10.520 17.376 23.149 
 7103 1.217 1.652 6.043 10.521 17.377 23.150 
 7104 1.217 1.652 6.043 10.522 17.379 23.152 
 7105 1.217 1.652 6.043 10.523 17.380 23.153 
 7106 1.217 1.652 6.043 10.524 17.381 23.155 
 7107 1.217 1.652 6.042 10.525 17.382 23.157 
 7108 1.217 1.652 6.042 10.525 17.382 23.159 
 7109 1.218 1.652 6.042 10.525 17.383 23.160 
 7110 1.218 1.651 6.042 10.526 17.384 23.161 
 7111 1.218 1.651 6.042 10.526 17.386 23.162 
 7112 1.218 1.651 6.043 10.526 17.387 23.163 
 7113 1.219 1.651 6.043 10.527 17.387 23.163 
 7114 1.219 1.651 6.044 10.527 17.388 23.164 
 7115 1.219 1.651 6.044 10.528 17.389 23.165 
 7116 1.220 1.651 6.043 10.528 17.390 23.167 
 7117 1.220 1.650 6.043 10.529 17.390 23.168 
 7118 1.220 1.650 6.044 10.530 17.390 23.169 
 7119 1.220 1.650 6.044 10.530 17.391 23.170 
 7120 1.221 1.650 6.045 10.530 17.392 23.171 
 7121 1.221 1.650 6.045 10.531 17.393 23.172 
 7122 1.221 1.650 6.045 10.531 17.394 23.173 
 7123 1.222 1.650 6.046 10.532 17.395 23.174 
 7124 1.222 1.650 6.046 10.532 17.396 23.175 
 7125 1.222 1.650 6.046 10.533 17.396 23.177 
 7126 1.222 1.650 6.046 10.534 17.396 23.178 
 7127 1.223 1.649 6.046 10.535 17.397 23.179 
 7128 1.223 1.649 6.046 10.536 17.398 23.180 
 7129 1.223 1.649 6.046 10.536 17.398 23.181 
 7130 1.223 1.650 6.047 10.537 17.398 23.182 
 7131 1.223 1.650 6.047 10.537 17.399 23.184 
 7132 1.224 1.651 6.047 10.538 17.399 23.187 
 7133 1.224 1.651 6.047 10.539 17.400 23.190 
 7134 1.224 1.651 6.047 10.540 17.401 23.192 
 7135 1.225 1.651 6.047 10.541 17.403 23.193 
 7136 1.225 1.651 6.047 10.542 17.404 23.195 
 7137 1.225 1.651 6.047 10.542 17.405 23.197 
 7138 1.226 1.651 6.047 10.543 17.406 23.199 
 7139 1.226 1.651 6.047 10.544 17.407 23.201 
 7140 1.226 1.652 6.047 10.544 17.408 23.202 
 7141 1.226 1.652 6.047 10.545 17.409 23.203 
 7142 1.227 1.652 6.047 10.546 17.410 23.205 
 7143 1.228 1.652 6.047 10.546 17.410 23.206 
 7144 1.228 1.652 6.047 10.547 17.411 23.208 
 7145 1.228 1.652 6.047 10.547 17.412 23.210 
 7146 1.229 1.652 6.047 10.548 17.412 23.211 
 7147 1.229 1.653 6.047 10.549 17.413 23.213 
 7148 1.229 1.653 6.048 10.550 17.413 23.214 
 7149 1.230 1.653 6.048 10.550 17.413 23.217 
 7150 1.230 1.653 6.048 10.550 17.414 23.219 
 7151 1.230 1.653 6.048 10.551 17.415 23.221 
 7152 1.230 1.653 6.048 10.551 17.416 23.222 
 7153 1.231 1.653 6.048 10.552 17.417 23.223 
 7154 1.231 1.653 6.048 10.553 17.418 23.224 
 7155 1.231 1.653 6.048 10.553 17.419 23.226 
 7156 1.231 1.653 6.048 10.554 17.421 23.228 
 7157 1.231 1.653 6.048 10.554 17.422 23.229 
 7158 1.232 1.653 6.048 10.554 17.422 23.229 
 7159 1.232 1.653 6.049 10.555 17.423 23.230 
 7160 1.232 1.653 6.049 10.555 17.425 23.232 
 7161 1.232 1.653 6.050 10.555 17.426 23.234 
 7162 1.232 1.653 6.050 10.556 17.427 23.235 
 7163 1.232 1.654 6.050 10.556 17.427 23.236 
 7164 1.233 1.654 6.050 10.557 17.427 23.237 
 7165 1.233 1.654 6.050 10.557 17.428 23.239 
 7166 1.233 1.654 6.050 10.558 17.429 23.240 
 7167 1.234 1.654 6.050 10.558 17.429 23.241 
 7168 1.234 1.654 6.050 10.559 17.430 23.243 
 7169 1.234 1.654 6.050 10.560 17.431 23.245 
 7170 1.234 1.654 6.050 10.561 17.432 23.246 
 7171 1.234 1.654 6.050 10.561 17.434 23.248 
 7172 1.234 1.654 6.050 10.561 17.435 23.250 
 7173 1.234 1.654 6.050 10.561 17.436 23.252 
 7174 1.234 1.654 6.051 10.562 17.436 23.253 
 7175 1.235 1.654 6.052 10.562 17.436 23.254 
 7176 1.235 1.653 6.053 10.563 17.436 23.255 
 7177 1.234 1.653 6.053 10.563 17.437 23.255 
 7178 1.234 1.653 6.053 10.563 17.438 23.256 
 7179 1.234 1.653 6.053 10.564 17.439 23.257 
 7180 1.235 1.653 6.053 10.564 17.439 23.258 
 7181 1.235 1.653 6.053 10.564 17.440 23.259 
 7182 1.235 1.653 6.053 10.565 17.440 23.261 
 7183 1.235 1.653 6.053 10.566 17.441 23.264 
 7184 1.235 1.653 6.053 10.567 17.442 23.266 
 7185 1.235 1.653 6.054 10.567 17.443 23.267 
 7186 1.235 1.653 6.054 10.567 17.444 23.268 
 7187 1.235 1.653 6.055 10.568 17.445 23.269 
 7188 1.235 1.654 6.055 10.569 17.445 23.270 
 7189 1.235 1.654 6.055 10.570 17.445 23.272 
 7190 1.235 1.654 6.055 10.571 17.445 23.274 
 7191 1.235 1.655 6.056 10.571 17.446 23.275 
 7192 1.236 1.655 6.056 10.572 17.446 23.275 
 7193 1.236 1.655 6.056 10.572 17.447 23.276 
 7194 1.236 1.655 6.056 10.573 17.448 23.278 
 7195 1.236 1.655 6.057 10.574 17.450 23.281 
 7196 1.236 1.655 6.057 10.575 17.452 23.283 
 7197 1.236 1.655 6.058 10.575 17.453 23.284 
 7198 1.236 1.655 6.058 10.576 17.453 23.286 
 7199 1.236 1.656 6.057 10.577 17.453 23.288 
 7200 1.236 1.656 6.057 10.579 17.454 23.290 
 7201 1.236 1.656 6.058 10.580 17.455 23.292 
 7202 1.236 1.656 6.058 10.581 17.455 23.293 
 7203 1.236 1.656 6.058 10.581 17.456 23.294 
 7204 1.236 1.657 6.058 10.581 17.456 23.295 
 7205 1.236 1.657 6.058 10.581 17.456 23.296 
 7206 1.236 1.657 6.059 10.581 17.457 23.298 
 7207 1.237 1.657 6.060 10.581 17.457 23.299 
 7208 1.237 1.657 6.060 10.582 17.458 23.300 
 7209 1.237 1.657 6.060 10.583 17.459 23.302 
 7210 1.237 1.657 6.060 10.584 17.459 23.304 
 7211 1.238 1.657 6.060 10.584 17.459 23.306 
 7212 1.238 1.658 6.061 10.584 17.460 23.309 
 7213 1.238 1.658 6.061 10.585 17.461 23.313 
 7214 1.239 1.658 6.061 10.586 17.462 23.315 
 7215 1.239 1.658 6.062 10.586 17.463 23.317 
 7216 1.239 1.658 6.062 10.586 17.463 23.319 
 7217 1.239 1.658 6.062 10.586 17.464 23.320 
 7218 1.239 1.658 6.062 10.587 17.464 23.321 
 7219 1.239 1.658 6.062 10.587 17.465 23.322 
 7220 1.240 1.658 6.062 10.588 17.466 23.323 
 7221 1.240 1.658 6.062 10.589 17.466 23.325 
 7222 1.240 1.658 6.062 10.589 17.467 23.328 
 7223 1.240 1.658 6.062 10.590 17.468 23.330 
 7224 1.241 1.658 6.062 10.590 17.468 23.332 
 7225 1.241 1.658 6.063 10.591 17.469 23.334 
 7226 1.241 1.658 6.063 10.592 17.469 23.336 
 7227 1.241 1.658 6.064 10.592 17.469 23.338 
 7228 1.242 1.658 6.064 10.592 17.470 23.339 
 7229 1.242 1.658 6.064 10.593 17.471 23.340 
 7230 1.243 1.658 6.063 10.594 17.472 23.342 
 7231 1.243 1.658 6.063 10.594 17.473 23.344 
 7232 1.244 1.658 6.063 10.595 17.474 23.347 
 7233 1.244 1.658 6.064 10.595 17.475 23.349 
 7234 1.244 1.658 6.064 10.596 17.476 23.351 
 7235 1.245 1.659 6.065 10.597 17.476 23.353 
 7236 1.245 1.659 6.065 10.598 17.477 23.355 
 7237 1.246 1.659 6.065 10.598 17.478 23.356 
 7238 1.246 1.659 6.066 10.598 17.479 23.358 
 7239 1.246 1.660 6.066 10.599 17.480 23.359 
 7240 1.246 1.660 6.066 10.599 17.481 23.361 
 7241 1.246 1.660 6.066 10.600 17.482 23.363 
 7242 1.246 1.659 6.067 10.601 17.482 23.364 
 7243 1.246 1.659 6.067 10.602 17.483 23.366 
 7244 1.246 1.659 6.067 10.603 17.483 23.368 
 7245 1.246 1.659 6.067 10.604 17.483 23.370 
 7246 1.246 1.659 6.067 10.605 17.484 23.373 
 7247 1.246 1.659 6.068 10.606 17.484 23.375 
 7248 1.247 1.659 6.068 10.607 17.486 23.376 
 7249 1.247 1.660 6.068 10.608 17.488 23.378 
 7250 1.247 1.660 6.068 10.609 17.489 23.379 
 7251 1.247 1.660 6.068 10.610 17.489 23.380 
 7252 1.247 1.660 6.068 10.610 17.490 23.381 
 7253 1.247 1.660 6.068 10.611 17.491 23.383 
 7254 1.247 1.660 6.069 10.612 17.492 23.385 
 7255 1.247 1.660 6.069 10.612 17.493 23.386 
 7256 1.247 1.660 6.069 10.612 17.494 23.387 
