year glaciers_MMCP2.6 glaciers_MMCP4.5 glaciers_MMCP6.0 glaciers_MMCP-break glaciers_MMCP8.5 glaciers_MMCP-feedback 
 3767 0.228 0.234 0.237 0.239 0.240 0.240 
 3768 0.228 0.234 0.237 0.239 0.240 0.240 
 3769 0.228 0.234 0.237 0.239 0.240 0.240 
 3770 0.228 0.234 0.237 0.239 0.240 0.240 
 3771 0.228 0.234 0.237 0.239 0.240 0.240 
 3772 0.228 0.234 0.237 0.239 0.240 0.240 
 3773 0.228 0.234 0.237 0.239 0.240 0.240 
 3774 0.228 0.234 0.237 0.239 0.240 0.240 
 3775 0.228 0.234 0.237 0.239 0.240 0.240 
 3776 0.228 0.234 0.237 0.239 0.240 0.240 
 3777 0.228 0.234 0.237 0.239 0.240 0.240 
 3778 0.228 0.234 0.237 0.239 0.240 0.240 
 3779 0.228 0.234 0.237 0.239 0.240 0.240 
 3780 0.228 0.234 0.237 0.239 0.240 0.240 
 3781 0.228 0.234 0.237 0.239 0.240 0.240 
 3782 0.228 0.234 0.237 0.239 0.240 0.240 
 3783 0.228 0.234 0.237 0.239 0.240 0.240 
 3784 0.228 0.234 0.237 0.239 0.240 0.240 
 3785 0.228 0.234 0.237 0.239 0.240 0.240 
 3786 0.228 0.234 0.237 0.239 0.240 0.240 
 3787 0.228 0.234 0.237 0.239 0.240 0.240 
 3788 0.228 0.234 0.237 0.239 0.240 0.240 
 3789 0.228 0.234 0.237 0.239 0.240 0.240 
 3790 0.228 0.234 0.237 0.239 0.240 0.240 
 3791 0.228 0.234 0.237 0.239 0.240 0.240 
 3792 0.228 0.234 0.237 0.239 0.240 0.240 
 3793 0.228 0.234 0.237 0.239 0.240 0.240 
 3794 0.228 0.234 0.237 0.239 0.240 0.240 
 3795 0.228 0.234 0.237 0.239 0.240 0.240 
 3796 0.228 0.234 0.237 0.239 0.240 0.240 
 3797 0.228 0.234 0.237 0.239 0.240 0.240 
 3798 0.228 0.234 0.237 0.239 0.240 0.240 
 3799 0.228 0.234 0.237 0.239 0.240 0.240 
 3800 0.228 0.234 0.237 0.239 0.240 0.240 
 3801 0.228 0.234 0.237 0.239 0.240 0.240 
 3802 0.228 0.234 0.237 0.239 0.240 0.240 
 3803 0.228 0.234 0.237 0.239 0.240 0.240 
 3804 0.228 0.234 0.237 0.239 0.240 0.240 
 3805 0.228 0.234 0.237 0.239 0.240 0.240 
 3806 0.228 0.234 0.237 0.239 0.240 0.240 
 3807 0.228 0.234 0.237 0.239 0.240 0.240 
 3808 0.228 0.234 0.237 0.239 0.240 0.240 
 3809 0.228 0.234 0.237 0.239 0.240 0.240 
 3810 0.228 0.234 0.237 0.239 0.240 0.240 
 3811 0.228 0.234 0.237 0.239 0.240 0.240 
 3812 0.228 0.234 0.237 0.239 0.240 0.240 
 3813 0.228 0.234 0.237 0.239 0.240 0.240 
 3814 0.228 0.234 0.237 0.239 0.240 0.240 
 3815 0.228 0.234 0.237 0.239 0.240 0.240 
 3816 0.229 0.234 0.237 0.239 0.240 0.240 
 3817 0.229 0.234 0.237 0.239 0.240 0.240 
 3818 0.229 0.234 0.237 0.239 0.240 0.240 
 3819 0.229 0.234 0.237 0.239 0.240 0.240 
 3820 0.229 0.235 0.237 0.239 0.240 0.240 
 3821 0.229 0.235 0.237 0.239 0.240 0.240 
 3822 0.229 0.235 0.237 0.239 0.240 0.240 
 3823 0.229 0.235 0.237 0.239 0.240 0.240 
 3824 0.229 0.235 0.237 0.239 0.240 0.240 
 3825 0.229 0.235 0.237 0.239 0.240 0.240 
 3826 0.229 0.235 0.237 0.239 0.240 0.240 
 3827 0.229 0.235 0.237 0.239 0.240 0.240 
 3828 0.229 0.235 0.237 0.239 0.240 0.240 
 3829 0.229 0.235 0.237 0.239 0.240 0.240 
 3830 0.229 0.235 0.237 0.239 0.240 0.240 
 3831 0.229 0.235 0.237 0.239 0.240 0.240 
 3832 0.229 0.235 0.237 0.239 0.240 0.240 
 3833 0.229 0.235 0.237 0.239 0.240 0.240 
 3834 0.229 0.235 0.237 0.239 0.240 0.240 
 3835 0.229 0.235 0.237 0.239 0.240 0.240 
 3836 0.229 0.235 0.237 0.239 0.240 0.240 
 3837 0.229 0.235 0.237 0.239 0.240 0.240 
 3838 0.229 0.235 0.237 0.239 0.240 0.240 
 3839 0.229 0.235 0.237 0.239 0.240 0.240 
 3840 0.229 0.235 0.237 0.239 0.240 0.240 
 3841 0.229 0.235 0.237 0.239 0.240 0.240 
 3842 0.229 0.235 0.237 0.239 0.240 0.240 
 3843 0.229 0.235 0.237 0.239 0.240 0.240 
 3844 0.229 0.235 0.237 0.239 0.240 0.240 
 3845 0.229 0.235 0.237 0.239 0.240 0.240 
 3846 0.229 0.235 0.237 0.239 0.240 0.240 
 3847 0.229 0.235 0.237 0.239 0.240 0.240 
 3848 0.229 0.235 0.237 0.239 0.240 0.240 
 3849 0.229 0.235 0.237 0.239 0.240 0.240 
 3850 0.229 0.235 0.237 0.239 0.240 0.240 
 3851 0.229 0.235 0.237 0.239 0.240 0.240 
 3852 0.229 0.235 0.237 0.239 0.240 0.240 
 3853 0.229 0.235 0.237 0.239 0.240 0.240 
 3854 0.229 0.235 0.237 0.239 0.240 0.240 
 3855 0.229 0.235 0.237 0.239 0.240 0.240 
 3856 0.229 0.235 0.237 0.239 0.240 0.240 
 3857 0.229 0.235 0.237 0.239 0.240 0.240 
 3858 0.229 0.235 0.237 0.239 0.240 0.240 
 3859 0.229 0.235 0.237 0.239 0.240 0.240 
 3860 0.229 0.235 0.237 0.239 0.240 0.240 
 3861 0.229 0.235 0.237 0.239 0.240 0.240 
 3862 0.229 0.235 0.237 0.239 0.240 0.240 
 3863 0.229 0.235 0.237 0.239 0.240 0.240 
 3864 0.229 0.235 0.237 0.239 0.240 0.240 
 3865 0.229 0.235 0.237 0.239 0.240 0.240 
 3866 0.229 0.235 0.237 0.239 0.240 0.240 
 3867 0.229 0.235 0.237 0.239 0.240 0.240 
 3868 0.229 0.235 0.237 0.239 0.240 0.240 
 3869 0.229 0.235 0.237 0.239 0.240 0.240 
 3870 0.229 0.235 0.237 0.239 0.240 0.240 
 3871 0.229 0.235 0.237 0.239 0.240 0.240 
 3872 0.229 0.235 0.237 0.239 0.240 0.240 
 3873 0.229 0.235 0.237 0.239 0.240 0.240 
 3874 0.229 0.235 0.237 0.239 0.240 0.240 
 3875 0.229 0.235 0.237 0.239 0.240 0.240 
 3876 0.229 0.235 0.237 0.239 0.240 0.240 
 3877 0.229 0.235 0.237 0.239 0.240 0.240 
 3878 0.229 0.235 0.237 0.239 0.240 0.240 
 3879 0.229 0.235 0.237 0.239 0.240 0.240 
 3880 0.229 0.235 0.237 0.239 0.240 0.240 
 3881 0.229 0.235 0.237 0.239 0.240 0.240 
 3882 0.229 0.235 0.237 0.239 0.240 0.240 
 3883 0.229 0.235 0.237 0.239 0.240 0.240 
 3884 0.229 0.235 0.237 0.239 0.240 0.240 
 3885 0.229 0.235 0.237 0.239 0.240 0.240 
 3886 0.229 0.235 0.237 0.239 0.240 0.240 
 3887 0.229 0.235 0.237 0.239 0.240 0.240 
 3888 0.229 0.235 0.237 0.239 0.240 0.240 
 3889 0.229 0.235 0.237 0.239 0.240 0.240 
 3890 0.229 0.235 0.237 0.239 0.240 0.240 
 3891 0.229 0.235 0.237 0.239 0.240 0.240 
 3892 0.229 0.235 0.237 0.239 0.240 0.240 
 3893 0.229 0.235 0.237 0.239 0.240 0.240 
 3894 0.229 0.235 0.237 0.239 0.240 0.240 
 3895 0.229 0.235 0.237 0.239 0.240 0.240 
 3896 0.229 0.235 0.237 0.239 0.240 0.240 
 3897 0.229 0.235 0.237 0.239 0.240 0.240 
 3898 0.229 0.235 0.237 0.239 0.240 0.240 
 3899 0.229 0.235 0.237 0.239 0.240 0.240 
 3900 0.229 0.235 0.237 0.239 0.240 0.240 
 3901 0.229 0.235 0.237 0.239 0.240 0.240 
 3902 0.229 0.235 0.237 0.239 0.240 0.240 
 3903 0.230 0.235 0.237 0.239 0.240 0.240 
 3904 0.230 0.235 0.237 0.239 0.240 0.240 
 3905 0.230 0.235 0.237 0.239 0.240 0.240 
 3906 0.230 0.235 0.237 0.239 0.240 0.240 
 3907 0.230 0.235 0.237 0.239 0.240 0.240 
 3908 0.230 0.235 0.237 0.239 0.240 0.240 
 3909 0.230 0.235 0.237 0.239 0.240 0.240 
 3910 0.230 0.235 0.237 0.239 0.240 0.240 
 3911 0.230 0.235 0.237 0.239 0.240 0.240 
 3912 0.230 0.235 0.237 0.239 0.240 0.240 
 3913 0.230 0.235 0.237 0.239 0.240 0.240 
 3914 0.230 0.235 0.237 0.239 0.240 0.240 
 3915 0.230 0.235 0.237 0.239 0.240 0.240 
 3916 0.230 0.235 0.237 0.239 0.240 0.240 
 3917 0.230 0.235 0.237 0.239 0.240 0.240 
 3918 0.230 0.235 0.237 0.239 0.240 0.240 
 3919 0.230 0.235 0.237 0.239 0.240 0.240 
 3920 0.230 0.235 0.237 0.239 0.240 0.240 
 3921 0.230 0.235 0.237 0.239 0.240 0.240 
 3922 0.230 0.235 0.237 0.239 0.240 0.240 
 3923 0.230 0.235 0.237 0.239 0.240 0.240 
 3924 0.230 0.235 0.237 0.239 0.240 0.240 
 3925 0.230 0.235 0.237 0.239 0.240 0.240 
 3926 0.230 0.235 0.237 0.239 0.240 0.240 
 3927 0.230 0.235 0.237 0.239 0.240 0.240 
 3928 0.230 0.235 0.237 0.239 0.240 0.240 
 3929 0.230 0.235 0.237 0.239 0.240 0.240 
 3930 0.230 0.235 0.237 0.239 0.240 0.240 
 3931 0.230 0.235 0.237 0.239 0.240 0.240 
 3932 0.230 0.235 0.237 0.239 0.240 0.240 
 3933 0.230 0.235 0.237 0.239 0.240 0.240 
 3934 0.230 0.235 0.237 0.239 0.240 0.240 
 3935 0.230 0.235 0.237 0.239 0.240 0.240 
 3936 0.230 0.235 0.237 0.239 0.240 0.240 
 3937 0.230 0.235 0.237 0.239 0.240 0.240 
 3938 0.230 0.235 0.237 0.239 0.240 0.240 
 3939 0.230 0.235 0.237 0.239 0.240 0.240 
 3940 0.230 0.235 0.237 0.239 0.240 0.240 
 3941 0.230 0.235 0.237 0.239 0.240 0.240 
 3942 0.230 0.235 0.237 0.239 0.240 0.240 
 3943 0.230 0.235 0.237 0.239 0.240 0.240 
 3944 0.230 0.235 0.237 0.239 0.240 0.240 
 3945 0.230 0.235 0.237 0.239 0.240 0.240 
 3946 0.230 0.235 0.237 0.239 0.240 0.240 
 3947 0.230 0.235 0.237 0.239 0.240 0.240 
 3948 0.230 0.235 0.237 0.239 0.240 0.240 
 3949 0.230 0.235 0.237 0.239 0.240 0.240 
 3950 0.230 0.235 0.237 0.239 0.240 0.240 
 3951 0.230 0.235 0.237 0.239 0.240 0.240 
 3952 0.230 0.235 0.237 0.239 0.240 0.240 
 3953 0.230 0.235 0.237 0.239 0.240 0.240 
 3954 0.230 0.235 0.237 0.239 0.240 0.240 
 3955 0.230 0.235 0.237 0.239 0.240 0.240 
 3956 0.230 0.235 0.237 0.239 0.240 0.240 
 3957 0.230 0.235 0.237 0.239 0.240 0.240 
 3958 0.230 0.235 0.237 0.239 0.240 0.240 
 3959 0.230 0.235 0.237 0.239 0.240 0.240 
 3960 0.230 0.235 0.237 0.239 0.240 0.240 
 3961 0.230 0.235 0.237 0.239 0.240 0.240 
 3962 0.230 0.235 0.237 0.239 0.240 0.240 
 3963 0.230 0.235 0.237 0.239 0.240 0.240 
 3964 0.230 0.235 0.237 0.239 0.240 0.240 
 3965 0.230 0.235 0.237 0.239 0.240 0.240 
 3966 0.230 0.235 0.237 0.239 0.240 0.240 
 3967 0.230 0.235 0.237 0.239 0.240 0.240 
 3968 0.230 0.235 0.237 0.239 0.240 0.240 
 3969 0.230 0.235 0.237 0.239 0.240 0.240 
 3970 0.230 0.235 0.237 0.239 0.240 0.240 
 3971 0.230 0.235 0.237 0.239 0.240 0.240 
 3972 0.230 0.235 0.237 0.239 0.240 0.240 
 3973 0.230 0.235 0.237 0.239 0.240 0.240 
 3974 0.230 0.235 0.237 0.239 0.240 0.240 
 3975 0.230 0.235 0.237 0.239 0.240 0.240 
 3976 0.230 0.235 0.237 0.239 0.240 0.240 
 3977 0.230 0.235 0.237 0.239 0.240 0.240 
 3978 0.230 0.235 0.237 0.239 0.240 0.240 
 3979 0.230 0.235 0.237 0.239 0.240 0.240 
 3980 0.230 0.235 0.237 0.239 0.240 0.240 
 3981 0.230 0.235 0.237 0.239 0.240 0.240 
 3982 0.230 0.235 0.237 0.239 0.240 0.240 
 3983 0.230 0.235 0.237 0.239 0.240 0.240 
 3984 0.230 0.235 0.237 0.239 0.240 0.240 
 3985 0.230 0.235 0.237 0.239 0.240 0.240 
 3986 0.230 0.235 0.237 0.239 0.240 0.240 
 3987 0.230 0.235 0.237 0.239 0.240 0.240 
 3988 0.230 0.235 0.237 0.239 0.240 0.240 
 3989 0.230 0.235 0.237 0.239 0.240 0.240 
 3990 0.230 0.235 0.237 0.239 0.240 0.240 
 3991 0.230 0.235 0.237 0.239 0.240 0.240 
 3992 0.230 0.235 0.237 0.239 0.240 0.240 
 3993 0.230 0.235 0.237 0.239 0.240 0.240 
 3994 0.230 0.235 0.238 0.239 0.240 0.240 
 3995 0.230 0.235 0.238 0.239 0.240 0.240 
 3996 0.230 0.235 0.238 0.239 0.240 0.240 
 3997 0.230 0.235 0.238 0.239 0.240 0.240 
 3998 0.230 0.235 0.238 0.239 0.240 0.240 
 3999 0.230 0.235 0.238 0.239 0.240 0.240 
 4000 0.230 0.235 0.238 0.239 0.240 0.240 
 4001 0.230 0.235 0.238 0.239 0.240 0.240 
 4002 0.230 0.235 0.238 0.239 0.240 0.240 
 4003 0.230 0.235 0.238 0.239 0.240 0.240 
 4004 0.230 0.235 0.238 0.239 0.240 0.240 
 4005 0.230 0.235 0.238 0.239 0.240 0.240 
 4006 0.231 0.235 0.238 0.239 0.240 0.240 
 4007 0.231 0.235 0.238 0.239 0.240 0.240 
 4008 0.231 0.235 0.238 0.239 0.240 0.240 
 4009 0.231 0.235 0.238 0.239 0.240 0.240 
 4010 0.231 0.235 0.238 0.239 0.240 0.240 
 4011 0.231 0.235 0.238 0.239 0.240 0.240 
 4012 0.231 0.235 0.238 0.239 0.240 0.240 
 4013 0.231 0.235 0.238 0.239 0.240 0.240 
 4014 0.231 0.235 0.238 0.239 0.240 0.240 
 4015 0.231 0.235 0.238 0.239 0.240 0.240 
 4016 0.231 0.235 0.238 0.239 0.240 0.240 
 4017 0.231 0.235 0.238 0.239 0.240 0.240 
 4018 0.231 0.235 0.238 0.239 0.240 0.240 
 4019 0.231 0.235 0.238 0.239 0.240 0.240 
 4020 0.231 0.235 0.238 0.239 0.240 0.240 
 4021 0.231 0.235 0.238 0.239 0.240 0.240 
 4022 0.231 0.235 0.238 0.239 0.240 0.240 
 4023 0.231 0.235 0.238 0.239 0.240 0.240 
 4024 0.231 0.235 0.238 0.239 0.240 0.240 
 4025 0.231 0.235 0.238 0.239 0.240 0.240 
 4026 0.231 0.235 0.238 0.239 0.240 0.240 
 4027 0.231 0.235 0.238 0.239 0.240 0.240 
 4028 0.231 0.235 0.238 0.239 0.240 0.240 
 4029 0.231 0.235 0.238 0.239 0.240 0.240 
 4030 0.231 0.235 0.238 0.239 0.240 0.240 
 4031 0.231 0.235 0.238 0.239 0.240 0.240 
 4032 0.231 0.235 0.238 0.239 0.240 0.240 
 4033 0.231 0.235 0.238 0.239 0.240 0.240 
 4034 0.231 0.235 0.238 0.239 0.240 0.240 
 4035 0.231 0.235 0.238 0.239 0.240 0.240 
 4036 0.231 0.235 0.238 0.239 0.240 0.240 
 4037 0.231 0.235 0.238 0.239 0.240 0.240 
 4038 0.231 0.235 0.238 0.239 0.240 0.240 
 4039 0.231 0.236 0.238 0.239 0.240 0.240 
 4040 0.231 0.236 0.238 0.239 0.240 0.240 
 4041 0.231 0.236 0.238 0.239 0.240 0.240 
 4042 0.231 0.236 0.238 0.239 0.240 0.240 
 4043 0.231 0.236 0.238 0.239 0.240 0.240 
 4044 0.231 0.236 0.238 0.239 0.240 0.240 
 4045 0.231 0.236 0.238 0.239 0.240 0.240 
 4046 0.231 0.236 0.238 0.239 0.240 0.240 
 4047 0.231 0.236 0.238 0.239 0.240 0.240 
 4048 0.231 0.236 0.238 0.239 0.240 0.240 
 4049 0.231 0.236 0.238 0.239 0.240 0.240 
 4050 0.231 0.236 0.238 0.239 0.240 0.240 
 4051 0.231 0.236 0.238 0.239 0.240 0.240 
 4052 0.231 0.236 0.238 0.239 0.240 0.240 
 4053 0.231 0.236 0.238 0.239 0.240 0.240 
 4054 0.231 0.236 0.238 0.239 0.240 0.240 
 4055 0.231 0.236 0.238 0.239 0.240 0.240 
 4056 0.231 0.236 0.238 0.239 0.240 0.240 
 4057 0.231 0.236 0.238 0.239 0.240 0.240 
 4058 0.231 0.236 0.238 0.239 0.240 0.240 
 4059 0.231 0.236 0.238 0.239 0.240 0.240 
 4060 0.231 0.236 0.238 0.239 0.240 0.240 
 4061 0.231 0.236 0.238 0.239 0.240 0.240 
 4062 0.231 0.236 0.238 0.239 0.240 0.240 
 4063 0.231 0.236 0.238 0.239 0.240 0.240 
 4064 0.231 0.236 0.238 0.239 0.240 0.240 
 4065 0.231 0.236 0.238 0.239 0.240 0.240 
 4066 0.231 0.236 0.238 0.239 0.240 0.240 
 4067 0.231 0.236 0.238 0.239 0.240 0.240 
 4068 0.231 0.236 0.238 0.239 0.240 0.240 
 4069 0.231 0.236 0.238 0.239 0.240 0.240 
 4070 0.231 0.236 0.238 0.239 0.240 0.240 
 4071 0.231 0.236 0.238 0.239 0.240 0.240 
 4072 0.231 0.236 0.238 0.239 0.240 0.240 
 4073 0.231 0.236 0.238 0.239 0.240 0.240 
 4074 0.231 0.236 0.238 0.239 0.240 0.240 
 4075 0.231 0.236 0.238 0.239 0.240 0.240 
 4076 0.231 0.236 0.238 0.239 0.240 0.240 
 4077 0.231 0.236 0.238 0.239 0.240 0.240 
 4078 0.231 0.236 0.238 0.239 0.240 0.240 
 4079 0.231 0.236 0.238 0.239 0.240 0.240 
 4080 0.231 0.236 0.238 0.239 0.240 0.240 
 4081 0.231 0.236 0.238 0.239 0.240 0.240 
 4082 0.231 0.236 0.238 0.239 0.240 0.240 
 4083 0.231 0.236 0.238 0.239 0.240 0.240 
 4084 0.231 0.236 0.238 0.239 0.240 0.240 
 4085 0.231 0.236 0.238 0.239 0.240 0.240 
 4086 0.231 0.236 0.238 0.239 0.240 0.240 
 4087 0.231 0.236 0.238 0.239 0.240 0.240 
 4088 0.231 0.236 0.238 0.239 0.240 0.240 
 4089 0.231 0.236 0.238 0.239 0.240 0.240 
 4090 0.231 0.236 0.238 0.239 0.240 0.240 
 4091 0.231 0.236 0.238 0.239 0.240 0.240 
 4092 0.231 0.236 0.238 0.239 0.240 0.240 
 4093 0.231 0.236 0.238 0.239 0.240 0.240 
 4094 0.231 0.236 0.238 0.239 0.240 0.240 
 4095 0.231 0.236 0.238 0.239 0.240 0.240 
 4096 0.231 0.236 0.238 0.239 0.240 0.240 
 4097 0.231 0.236 0.238 0.239 0.240 0.240 
 4098 0.231 0.236 0.238 0.239 0.240 0.240 
 4099 0.231 0.236 0.238 0.239 0.240 0.240 
 4100 0.231 0.236 0.238 0.239 0.240 0.240 
 4101 0.231 0.236 0.238 0.239 0.240 0.240 
 4102 0.231 0.236 0.238 0.239 0.240 0.240 
 4103 0.231 0.236 0.238 0.239 0.240 0.240 
 4104 0.231 0.236 0.238 0.239 0.240 0.240 
 4105 0.231 0.236 0.238 0.239 0.240 0.240 
 4106 0.231 0.236 0.238 0.239 0.240 0.240 
 4107 0.231 0.236 0.238 0.239 0.240 0.240 
 4108 0.231 0.236 0.238 0.239 0.240 0.240 
 4109 0.231 0.236 0.238 0.239 0.240 0.240 
 4110 0.231 0.236 0.238 0.239 0.240 0.240 
 4111 0.231 0.236 0.238 0.239 0.240 0.240 
 4112 0.231 0.236 0.238 0.239 0.240 0.240 
 4113 0.231 0.236 0.238 0.239 0.240 0.240 
 4114 0.231 0.236 0.238 0.239 0.240 0.240 
 4115 0.231 0.236 0.238 0.239 0.240 0.240 
 4116 0.231 0.236 0.238 0.239 0.240 0.240 
 4117 0.231 0.236 0.238 0.239 0.240 0.240 
 4118 0.231 0.236 0.238 0.239 0.240 0.240 
 4119 0.231 0.236 0.238 0.239 0.240 0.240 
 4120 0.231 0.236 0.238 0.239 0.240 0.240 
 4121 0.231 0.236 0.238 0.239 0.240 0.240 
 4122 0.231 0.236 0.238 0.239 0.240 0.240 
 4123 0.231 0.236 0.238 0.239 0.240 0.240 
 4124 0.231 0.236 0.238 0.239 0.240 0.240 
 4125 0.231 0.236 0.238 0.239 0.240 0.240 
 4126 0.231 0.236 0.238 0.239 0.240 0.240 
 4127 0.231 0.236 0.238 0.239 0.240 0.240 
 4128 0.231 0.236 0.238 0.239 0.240 0.240 
 4129 0.231 0.236 0.238 0.239 0.240 0.240 
 4130 0.231 0.236 0.238 0.239 0.240 0.240 
 4131 0.231 0.236 0.238 0.239 0.240 0.240 
 4132 0.231 0.236 0.238 0.239 0.240 0.240 
 4133 0.231 0.236 0.238 0.239 0.240 0.240 
 4134 0.231 0.236 0.238 0.239 0.240 0.240 
 4135 0.231 0.236 0.238 0.239 0.240 0.240 
 4136 0.232 0.236 0.238 0.239 0.240 0.240 
 4137 0.232 0.236 0.238 0.239 0.240 0.240 
 4138 0.232 0.236 0.238 0.239 0.240 0.240 
 4139 0.232 0.236 0.238 0.239 0.240 0.240 
 4140 0.232 0.236 0.238 0.239 0.240 0.240 
 4141 0.232 0.236 0.238 0.239 0.240 0.240 
 4142 0.232 0.236 0.238 0.239 0.240 0.240 
 4143 0.232 0.236 0.238 0.239 0.240 0.240 
 4144 0.232 0.236 0.238 0.239 0.240 0.240 
 4145 0.232 0.236 0.238 0.239 0.240 0.240 
 4146 0.232 0.236 0.238 0.239 0.240 0.240 
 4147 0.232 0.236 0.238 0.239 0.240 0.240 
 4148 0.232 0.236 0.238 0.239 0.240 0.240 
 4149 0.232 0.236 0.238 0.239 0.240 0.240 
 4150 0.232 0.236 0.238 0.239 0.240 0.240 
 4151 0.232 0.236 0.238 0.239 0.240 0.240 
 4152 0.232 0.236 0.238 0.239 0.240 0.240 
 4153 0.232 0.236 0.238 0.239 0.240 0.240 
 4154 0.232 0.236 0.238 0.239 0.240 0.240 
 4155 0.232 0.236 0.238 0.239 0.240 0.240 
 4156 0.232 0.236 0.238 0.239 0.240 0.240 
 4157 0.232 0.236 0.238 0.239 0.240 0.240 
 4158 0.232 0.236 0.238 0.239 0.240 0.240 
 4159 0.232 0.236 0.238 0.239 0.240 0.240 
 4160 0.232 0.236 0.238 0.239 0.240 0.240 
 4161 0.232 0.236 0.238 0.239 0.240 0.240 
 4162 0.232 0.236 0.238 0.239 0.240 0.240 
 4163 0.232 0.236 0.238 0.239 0.240 0.240 
 4164 0.232 0.236 0.238 0.239 0.240 0.240 
 4165 0.232 0.236 0.238 0.239 0.240 0.240 
 4166 0.232 0.236 0.238 0.239 0.240 0.240 
 4167 0.232 0.236 0.238 0.239 0.240 0.240 
 4168 0.232 0.236 0.238 0.240 0.240 0.240 
 4169 0.232 0.236 0.238 0.240 0.240 0.240 
 4170 0.232 0.236 0.238 0.240 0.240 0.240 
 4171 0.232 0.236 0.238 0.240 0.240 0.240 
 4172 0.232 0.236 0.238 0.240 0.240 0.240 
 4173 0.232 0.236 0.238 0.240 0.240 0.240 
 4174 0.232 0.236 0.238 0.240 0.240 0.240 
 4175 0.232 0.236 0.238 0.240 0.240 0.240 
 4176 0.232 0.236 0.238 0.240 0.240 0.240 
 4177 0.232 0.236 0.238 0.240 0.240 0.240 
 4178 0.232 0.236 0.238 0.240 0.240 0.240 
 4179 0.232 0.236 0.238 0.240 0.240 0.240 
 4180 0.232 0.236 0.238 0.240 0.240 0.240 
 4181 0.232 0.236 0.238 0.240 0.240 0.240 
 4182 0.232 0.236 0.238 0.240 0.240 0.240 
 4183 0.232 0.236 0.238 0.240 0.240 0.240 
 4184 0.232 0.236 0.238 0.239 0.240 0.240 
 4185 0.232 0.236 0.238 0.239 0.240 0.240 
 4186 0.232 0.236 0.238 0.239 0.240 0.240 
 4187 0.232 0.236 0.238 0.239 0.240 0.240 
 4188 0.232 0.236 0.238 0.239 0.240 0.240 
 4189 0.232 0.236 0.238 0.239 0.240 0.240 
 4190 0.232 0.236 0.238 0.239 0.240 0.240 
 4191 0.232 0.236 0.238 0.239 0.240 0.240 
 4192 0.232 0.236 0.238 0.239 0.240 0.240 
 4193 0.232 0.236 0.238 0.239 0.240 0.240 
 4194 0.232 0.236 0.238 0.239 0.240 0.240 
 4195 0.232 0.236 0.238 0.239 0.240 0.240 
 4196 0.232 0.236 0.238 0.239 0.240 0.240 
 4197 0.232 0.236 0.238 0.239 0.240 0.240 
 4198 0.232 0.236 0.238 0.239 0.240 0.240 
 4199 0.232 0.236 0.238 0.239 0.240 0.240 
 4200 0.232 0.236 0.238 0.240 0.240 0.240 
 4201 0.232 0.236 0.238 0.240 0.240 0.240 
 4202 0.232 0.236 0.238 0.240 0.240 0.240 
 4203 0.232 0.236 0.238 0.240 0.240 0.240 
 4204 0.232 0.236 0.238 0.240 0.240 0.240 
 4205 0.232 0.236 0.238 0.240 0.240 0.240 
 4206 0.232 0.236 0.238 0.240 0.240 0.240 
 4207 0.232 0.236 0.238 0.240 0.240 0.240 
 4208 0.232 0.236 0.238 0.240 0.240 0.240 
 4209 0.232 0.236 0.238 0.240 0.240 0.240 
 4210 0.232 0.236 0.238 0.240 0.240 0.240 
 4211 0.232 0.236 0.238 0.240 0.240 0.240 
 4212 0.232 0.236 0.238 0.240 0.240 0.240 
 4213 0.232 0.236 0.238 0.240 0.240 0.240 
 4214 0.232 0.236 0.238 0.240 0.240 0.240 
 4215 0.232 0.236 0.238 0.240 0.240 0.240 
 4216 0.232 0.236 0.238 0.240 0.240 0.240 
 4217 0.232 0.236 0.238 0.240 0.240 0.240 
 4218 0.232 0.236 0.238 0.240 0.240 0.240 
 4219 0.232 0.236 0.238 0.240 0.240 0.240 
 4220 0.232 0.236 0.238 0.240 0.240 0.240 
 4221 0.232 0.236 0.238 0.240 0.240 0.240 
 4222 0.232 0.236 0.238 0.240 0.240 0.240 
 4223 0.232 0.236 0.238 0.240 0.240 0.240 
 4224 0.232 0.236 0.238 0.240 0.240 0.240 
 4225 0.232 0.236 0.238 0.240 0.240 0.240 
 4226 0.232 0.236 0.238 0.240 0.240 0.240 
 4227 0.232 0.236 0.238 0.240 0.240 0.240 
 4228 0.232 0.236 0.238 0.240 0.240 0.240 
 4229 0.232 0.236 0.238 0.240 0.240 0.240 
 4230 0.232 0.236 0.238 0.240 0.240 0.240 
 4231 0.232 0.236 0.238 0.240 0.240 0.240 
 4232 0.232 0.236 0.238 0.240 0.240 0.240 
 4233 0.232 0.236 0.238 0.240 0.240 0.240 
 4234 0.232 0.236 0.238 0.240 0.240 0.240 
 4235 0.232 0.236 0.238 0.240 0.240 0.240 
 4236 0.232 0.236 0.238 0.240 0.240 0.240 
 4237 0.232 0.236 0.238 0.239 0.240 0.240 
 4238 0.232 0.236 0.238 0.240 0.240 0.240 
 4239 0.232 0.236 0.238 0.239 0.240 0.240 
 4240 0.232 0.236 0.238 0.239 0.240 0.240 
 4241 0.232 0.236 0.238 0.240 0.240 0.240 
 4242 0.232 0.236 0.238 0.239 0.240 0.240 
 4243 0.232 0.236 0.238 0.239 0.240 0.240 
 4244 0.232 0.236 0.238 0.239 0.240 0.240 
 4245 0.232 0.236 0.238 0.240 0.240 0.240 
 4246 0.232 0.236 0.238 0.240 0.240 0.240 
